State,forward,right,left,None
tl:green_o:right_r:right_l:left_dd:left,0,0,0,0
tl:green_o:right_r:right_l:None_dd:forward,0,0,0,0
tl:green_o:right_r:right_l:None_dd:right,0,0,0,0
tl:green_o:right_r:right_l:None_dd:left,0,0,0,0
tl:green_o:right_r:left_l:forward_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:forward_dd:right,0,0,0,0
tl:green_o:right_r:left_l:forward_dd:left,0,0,0,0
tl:green_o:right_r:left_l:right_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:right_dd:right,0,0,0,0
tl:green_o:right_r:left_l:right_dd:left,0,0,0,0
tl:green_o:right_r:left_l:left_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:left_dd:right,0,0,0,0
tl:green_o:right_r:left_l:left_dd:left,0,0,0,0
tl:green_o:right_r:left_l:None_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:None_dd:right,0,0,0,0
tl:green_o:right_r:left_l:None_dd:left,0,0,0,0
tl:green_o:right_r:None_l:forward_dd:forward,0,0,0,0
tl:green_o:right_r:None_l:forward_dd:right,0,0,0,0
tl:green_o:right_r:None_l:forward_dd:left,0,0,0,0
tl:green_o:right_r:None_l:right_dd:forward,0,0,0,0
tl:green_o:right_r:None_l:right_dd:right,0,0,0,0
tl:green_o:right_r:None_l:right_dd:left,0,0,0,0
tl:green_o:right_r:None_l:left_dd:forward,0,0,0,0
tl:green_o:right_r:None_l:left_dd:right,0,0,0,0
tl:green_o:right_r:None_l:left_dd:left,0,0,0,0
tl:green_o:right_r:None_l:None_dd:forward,1.923077,0,0,0
tl:green_o:right_r:None_l:None_dd:right,0,0,0,0
tl:green_o:right_r:None_l:None_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:right_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:right_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:left_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:left_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:None_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:None_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:None_dd:left,0,0,0,0
tl:green_o:left_r:right_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:right_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:right_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:right_dd:right,0,0,0,0
tl:green_o:left_r:right_l:right_dd:left,0,0,0,0
tl:green_o:left_r:right_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:left_dd:right,0,0,0,0
tl:green_o:left_r:right_l:left_dd:left,0,0,0,0
tl:green_o:left_r:right_l:None_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:None_dd:right,0,0,0,0
tl:green_o:left_r:right_l:None_dd:left,0,0,0,0
tl:green_o:left_r:left_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:left_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:left_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:right_dd:right,0,0,0,0
tl:green_o:left_r:left_l:right_dd:left,0,0,0,0
tl:green_o:left_r:left_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:left_dd:right,0,0,0,0
tl:green_o:left_r:left_l:left_dd:left,0,0,0,0
tl:green_o:left_r:left_l:None_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:None_dd:right,0,0,0,0
tl:green_o:left_r:left_l:None_dd:left,0,0,0,0
tl:green_o:left_r:None_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:None_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:None_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:None_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:None_l:right_dd:right,0,0,0,0
tl:green_o:left_r:None_l:right_dd:left,0,0,0,0
tl:green_o:left_r:None_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:None_l:left_dd:right,0,0,0,0
tl:green_o:left_r:None_l:left_dd:left,0,0,0,0
tl:green_o:left_r:None_l:None_dd:forward,1.945086,0,0,0
tl:green_o:left_r:None_l:None_dd:right,0,0,0,0
tl:green_o:left_r:None_l:None_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:forward_dd:forward,0,0,0,0
tl:green_o:None_r:forward_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:forward_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:right_dd:forward,0,0,0,0
tl:green_o:None_r:forward_l:right_dd:right,0,0,0,0
tl:green_o:None_r:forward_l:right_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:left_dd:forward,0,0,0,0
tl:green_o:None_r:forward_l:left_dd:right,0,0,0,0
tl:green_o:None_r:forward_l:left_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:None_dd:forward,1.406444,-0.34478,0,0
tl:green_o:None_r:forward_l:None_dd:right,-0.25455,0,0,0
tl:green_o:None_r:forward_l:None_dd:left,-0.35,0,0,0
tl:green_o:None_r:right_l:forward_dd:forward,0,0,0,0
tl:green_o:None_r:right_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:right_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:right_l:right_dd:forward,0,0,0,0
tl:green_o:None_r:right_l:right_dd:right,0,0,0,0
tl:green_o:None_r:right_l:right_dd:left,0,0,0,0
tl:green_o:None_r:right_l:left_dd:forward,0,0,0,0
tl:green_o:None_r:right_l:left_dd:right,0,0,0,0
tl:green_o:None_r:right_l:left_dd:left,0,0,0,0
tl:green_o:None_r:right_l:None_dd:forward,1.499974,0,0,0
tl:green_o:None_r:right_l:None_dd:right,-0.25242,0,0,0
tl:green_o:None_r:right_l:None_dd:left,0,0,0,0
tl:green_o:None_r:left_l:forward_dd:forward,0,0,0,0
tl:green_o:None_r:left_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:left_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:left_l:right_dd:forward,0,0,0,0
tl:green_o:None_r:left_l:right_dd:right,0,0,0,0
tl:green_o:None_r:left_l:right_dd:left,0,0,0,0
tl:green_o:None_r:left_l:left_dd:forward,0,0,0,0
tl:green_o:None_r:left_l:left_dd:right,0,0,0,0
tl:green_o:None_r:left_l:left_dd:left,0,0,0,0
tl:green_o:None_r:left_l:None_dd:forward,1.854609,0,-0.24971,0
tl:green_o:None_r:left_l:None_dd:right,0,1.504321,-0.24977,0
tl:green_o:None_r:left_l:None_dd:left,0,0,0,0
tl:green_o:None_r:None_l:forward_dd:forward,2.059328,0,0,0
tl:green_o:None_r:None_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:None_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:None_l:right_dd:forward,0,0,-0.24534,0
tl:green_o:None_r:None_l:right_dd:right,0,0,0,0
tl:green_o:None_r:None_l:right_dd:left,-0.25146,0,0,0
tl:green_o:None_r:None_l:left_dd:forward,1.826785,0,0,0
tl:green_o:None_r:None_l:left_dd:right,-0.25118,0,0,0
tl:green_o:None_r:None_l:left_dd:left,0,0,0,0
tl:green_o:None_r:None_l:None_dd:forward,2.036935,0,0,0
tl:green_o:None_r:None_l:None_dd:right,-0.35275,2.110812,-0.35,0
tl:green_o:None_r:None_l:None_dd:left,-0.455,-0.35,2.134023,0
tl:red_o:forward_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:None_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:None_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:None_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:None_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:None_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:None_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:None_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:None_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:None_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:None_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:None_dd:forward,-0.91,-0.24644,0,0
tl:red_o:forward_r:None_l:None_dd:right,-0.59649,0,0,0
tl:red_o:forward_r:None_l:None_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:right_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:right_dd:right,0,0,0,0
tl:red_o:right_r:right_l:right_dd:left,0,0,0,0
tl:red_o:right_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:left_dd:right,0,0,0,0
tl:red_o:right_r:right_l:left_dd:left,0,0,0,0
tl:red_o:right_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:None_dd:right,0,0,0,0
tl:red_o:right_r:right_l:None_dd:left,0,0,0,0
tl:red_o:right_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:right_dd:right,0,0,0,0
tl:red_o:right_r:left_l:right_dd:left,0,0,0,0
tl:red_o:right_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:left_dd:right,0,0,0,0
tl:red_o:right_r:left_l:left_dd:left,0,0,0,0
tl:red_o:right_r:left_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:None_dd:right,0,0,0,0
tl:red_o:right_r:left_l:None_dd:left,0,0,0,0
tl:red_o:right_r:None_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:None_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:None_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:right_dd:right,0,0,0,0
tl:red_o:right_r:None_l:right_dd:left,0,0,0,0
tl:red_o:right_r:None_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:left_dd:right,0,0,0,0
tl:red_o:right_r:None_l:left_dd:left,0,0,0,0
tl:red_o:right_r:None_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:None_dd:right,0,0,0,0
tl:red_o:right_r:None_l:None_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:left_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:right_dd:right,0,0,0,0
tl:red_o:left_r:right_l:right_dd:left,0,0,0,0
tl:red_o:left_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:left_dd:right,0,0,0,0
tl:red_o:left_r:right_l:left_dd:left,0,0,0,0
tl:red_o:left_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:None_dd:right,0,0,0,0
tl:red_o:left_r:right_l:None_dd:left,0,0,0,0
tl:red_o:left_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:right_dd:right,0,0,0,0
tl:red_o:left_r:left_l:right_dd:left,0,0,0,0
tl:red_o:left_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:left_dd:right,0,0,0,0
tl:red_o:left_r:left_l:left_dd:left,0,0,0,0
tl:red_o:left_r:left_l:None_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:None_dd:right,0,0,0,0
tl:red_o:left_r:left_l:None_dd:left,0,0,0,0
tl:red_o:left_r:None_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:None_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:None_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:None_l:right_dd:right,0,0,0,0
tl:red_o:left_r:None_l:right_dd:left,0,0,0,0
tl:red_o:left_r:None_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:None_l:left_dd:right,0,0,0,0
tl:red_o:left_r:None_l:left_dd:left,0,0,0,0
tl:red_o:left_r:None_l:None_dd:forward,0,0,0,0.072974
tl:red_o:left_r:None_l:None_dd:right,0,0,0,0
tl:red_o:left_r:None_l:None_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:None_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:None_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:right_dd:right,0,0,0,0
tl:red_o:None_r:right_l:right_dd:left,0,0,0,0
tl:red_o:None_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:left_dd:right,0,0,0,0
tl:red_o:None_r:right_l:left_dd:left,0,0,0,0
tl:red_o:None_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:None_dd:right,0,0,0,0
tl:red_o:None_r:right_l:None_dd:left,0,0,0,0
tl:red_o:None_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:None_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:None_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:None_r:left_l:right_dd:right,0,0,0,0
tl:red_o:None_r:left_l:right_dd:left,0,0,0,0
tl:red_o:None_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:None_r:left_l:left_dd:right,0,0,0,0
tl:red_o:None_r:left_l:left_dd:left,0,0,0,0
tl:red_o:None_r:left_l:None_dd:forward,-0.7,0,0,0
tl:red_o:None_r:left_l:None_dd:right,0,0,0,0
tl:red_o:None_r:left_l:None_dd:left,0,0,0,0
tl:red_o:None_r:None_l:forward_dd:forward,-0.62632,0,-0.69465,0.0
tl:red_o:None_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:None_l:forward_dd:left,-0.69899,0,0,0
tl:red_o:None_r:None_l:right_dd:forward,-0.69941,0,0,0
tl:red_o:None_r:None_l:right_dd:right,0,0,0,0
tl:red_o:None_r:None_l:right_dd:left,0,0,0,0
tl:red_o:None_r:None_l:left_dd:forward,-0.69358,-0.34490,0,0.006597
tl:red_o:None_r:None_l:left_dd:right,0,0,0,0
tl:red_o:None_r:None_l:left_dd:left,0,0,0,0
tl:red_o:None_r:None_l:None_dd:forward,-0.89219,-0.46047,0,0.102587
tl:red_o:None_r:None_l:None_dd:right,-0.91,2.039979,0,0.116325
tl:red_o:None_r:None_l:None_dd:left,-0.91,-0.35,0,0.105044
