State,forward,right,left,None
tl:green_o:right_r:right_l:left_dd:left,0,0,0,0
tl:green_o:right_r:right_l:None_dd:forward,0,0,0,0
tl:green_o:right_r:right_l:None_dd:right,0,0,0,0
tl:green_o:right_r:right_l:None_dd:left,0,0,0,0
tl:green_o:right_r:left_l:forward_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:forward_dd:right,0,0,0,0
tl:green_o:right_r:left_l:forward_dd:left,0,0,0,0
tl:green_o:right_r:left_l:right_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:right_dd:right,0,0,0,0
tl:green_o:right_r:left_l:right_dd:left,0,0,0,0
tl:green_o:right_r:left_l:left_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:left_dd:right,0,0,0,0
tl:green_o:right_r:left_l:left_dd:left,0,0,0,0
tl:green_o:right_r:left_l:None_dd:forward,0,0,0,0
tl:green_o:right_r:left_l:None_dd:right,0,0,0,0
tl:green_o:right_r:left_l:None_dd:left,0,0,0,0
tl:green_o:right_r:None_l:forward_dd:forward,0,0,0,0
tl:green_o:right_r:None_l:forward_dd:right,0,0,0,0
tl:green_o:right_r:None_l:forward_dd:left,0,0,0,0
tl:green_o:right_r:None_l:right_dd:forward,0,0,0,0
tl:green_o:right_r:None_l:right_dd:right,0,0,0,0
tl:green_o:right_r:None_l:right_dd:left,0,0,0,0
tl:green_o:right_r:None_l:left_dd:forward,0,0,0,0
tl:green_o:right_r:None_l:left_dd:right,0,0,0,0
tl:green_o:right_r:None_l:left_dd:left,0,0,0,0
tl:green_o:right_r:None_l:None_dd:forward,2,0,0,0
tl:green_o:right_r:None_l:None_dd:right,0,0,0,0
tl:green_o:right_r:None_l:None_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:right_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:right_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:left_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:left_dd:left,0,0,0,0
tl:green_o:left_r:forward_l:None_dd:forward,0,0,0,0
tl:green_o:left_r:forward_l:None_dd:right,0,0,0,0
tl:green_o:left_r:forward_l:None_dd:left,0,0,0,0
tl:green_o:left_r:right_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:right_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:right_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:right_dd:right,0,0,0,0
tl:green_o:left_r:right_l:right_dd:left,0,0,0,0
tl:green_o:left_r:right_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:left_dd:right,0,0,0,0
tl:green_o:left_r:right_l:left_dd:left,0,0,0,0
tl:green_o:left_r:right_l:None_dd:forward,0,0,0,0
tl:green_o:left_r:right_l:None_dd:right,0,0,0,0
tl:green_o:left_r:right_l:None_dd:left,0,0,0,0
tl:green_o:left_r:left_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:left_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:left_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:right_dd:right,0,0,0,0
tl:green_o:left_r:left_l:right_dd:left,0,0,0,0
tl:green_o:left_r:left_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:left_dd:right,0,0,0,0
tl:green_o:left_r:left_l:left_dd:left,0,0,0,0
tl:green_o:left_r:left_l:None_dd:forward,0,0,0,0
tl:green_o:left_r:left_l:None_dd:right,0,0,0,0
tl:green_o:left_r:left_l:None_dd:left,0,0,0,0
tl:green_o:left_r:None_l:forward_dd:forward,0,0,0,0
tl:green_o:left_r:None_l:forward_dd:right,0,0,0,0
tl:green_o:left_r:None_l:forward_dd:left,0,0,0,0
tl:green_o:left_r:None_l:right_dd:forward,0,0,0,0
tl:green_o:left_r:None_l:right_dd:right,0,0,0,0
tl:green_o:left_r:None_l:right_dd:left,0,0,0,0
tl:green_o:left_r:None_l:left_dd:forward,0,0,0,0
tl:green_o:left_r:None_l:left_dd:right,0,0,0,0
tl:green_o:left_r:None_l:left_dd:left,0,0,0,0
tl:green_o:left_r:None_l:None_dd:forward,2,0,0,0
tl:green_o:left_r:None_l:None_dd:right,0,0,0,0
tl:green_o:left_r:None_l:None_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:forward_dd:forward,0,0,0,0
tl:green_o:None_r:forward_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:forward_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:right_dd:forward,0,0,0,0
tl:green_o:None_r:forward_l:right_dd:right,0,0,0,0
tl:green_o:None_r:forward_l:right_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:left_dd:forward,0,0,0,0
tl:green_o:None_r:forward_l:left_dd:right,0,0,0,0
tl:green_o:None_r:forward_l:left_dd:left,0,0,0,0
tl:green_o:None_r:forward_l:None_dd:forward,1,1,0,0
tl:green_o:None_r:forward_l:None_dd:right,1,0,0,0
tl:green_o:None_r:forward_l:None_dd:left,1,0,0,0
tl:green_o:None_r:right_l:forward_dd:forward,0,0,0,0
tl:green_o:None_r:right_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:right_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:right_l:right_dd:forward,0,0,0,0
tl:green_o:None_r:right_l:right_dd:right,0,0,0,0
tl:green_o:None_r:right_l:right_dd:left,0,0,0,0
tl:green_o:None_r:right_l:left_dd:forward,0,0,0,0
tl:green_o:None_r:right_l:left_dd:right,0,0,0,0
tl:green_o:None_r:right_l:left_dd:left,0,0,0,0
tl:green_o:None_r:right_l:None_dd:forward,1,0,0,0
tl:green_o:None_r:right_l:None_dd:right,1,0,0,0
tl:green_o:None_r:right_l:None_dd:left,0,0,0,0
tl:green_o:None_r:left_l:forward_dd:forward,0,0,0,0
tl:green_o:None_r:left_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:left_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:left_l:right_dd:forward,0,0,0,0
tl:green_o:None_r:left_l:right_dd:right,0,0,0,0
tl:green_o:None_r:left_l:right_dd:left,0,0,0,0
tl:green_o:None_r:left_l:left_dd:forward,0,0,0,0
tl:green_o:None_r:left_l:left_dd:right,0,0,0,0
tl:green_o:None_r:left_l:left_dd:left,0,0,0,0
tl:green_o:None_r:left_l:None_dd:forward,2,0,1,0
tl:green_o:None_r:left_l:None_dd:right,0,1,1,0
tl:green_o:None_r:left_l:None_dd:left,0,0,0,0
tl:green_o:None_r:None_l:forward_dd:forward,3,0,0,0
tl:green_o:None_r:None_l:forward_dd:right,0,0,0,0
tl:green_o:None_r:None_l:forward_dd:left,0,0,0,0
tl:green_o:None_r:None_l:right_dd:forward,0,0,1,0
tl:green_o:None_r:None_l:right_dd:right,0,0,0,0
tl:green_o:None_r:None_l:right_dd:left,1,0,0,0
tl:green_o:None_r:None_l:left_dd:forward,2,0,0,0
tl:green_o:None_r:None_l:left_dd:right,1,0,0,0
tl:green_o:None_r:None_l:left_dd:left,0,0,0,0
tl:green_o:None_r:None_l:None_dd:forward,301,0,0,0
tl:green_o:None_r:None_l:None_dd:right,3,53,1,0
tl:green_o:None_r:None_l:None_dd:left,2,1,58,0
tl:red_o:forward_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:forward_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:forward_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:forward_r:right_l:None_dd:right,0,0,0,0
tl:red_o:forward_r:right_l:None_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:left_l:None_dd:forward,0,0,0,0
tl:red_o:forward_r:left_l:None_dd:right,0,0,0,0
tl:red_o:forward_r:left_l:None_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:forward_dd:forward,0,0,0,0
tl:red_o:forward_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:forward_r:None_l:forward_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:right_dd:forward,0,0,0,0
tl:red_o:forward_r:None_l:right_dd:right,0,0,0,0
tl:red_o:forward_r:None_l:right_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:left_dd:forward,0,0,0,0
tl:red_o:forward_r:None_l:left_dd:right,0,0,0,0
tl:red_o:forward_r:None_l:left_dd:left,0,0,0,0
tl:red_o:forward_r:None_l:None_dd:forward,2,1,0,0
tl:red_o:forward_r:None_l:None_dd:right,1,0,0,0
tl:red_o:forward_r:None_l:None_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:right_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:right_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:right_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:right_dd:right,0,0,0,0
tl:red_o:right_r:right_l:right_dd:left,0,0,0,0
tl:red_o:right_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:left_dd:right,0,0,0,0
tl:red_o:right_r:right_l:left_dd:left,0,0,0,0
tl:red_o:right_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:right_l:None_dd:right,0,0,0,0
tl:red_o:right_r:right_l:None_dd:left,0,0,0,0
tl:red_o:right_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:right_dd:right,0,0,0,0
tl:red_o:right_r:left_l:right_dd:left,0,0,0,0
tl:red_o:right_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:left_dd:right,0,0,0,0
tl:red_o:right_r:left_l:left_dd:left,0,0,0,0
tl:red_o:right_r:left_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:left_l:None_dd:right,0,0,0,0
tl:red_o:right_r:left_l:None_dd:left,0,0,0,0
tl:red_o:right_r:None_l:forward_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:right_r:None_l:forward_dd:left,0,0,0,0
tl:red_o:right_r:None_l:right_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:right_dd:right,0,0,0,0
tl:red_o:right_r:None_l:right_dd:left,0,0,0,0
tl:red_o:right_r:None_l:left_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:left_dd:right,0,0,0,0
tl:red_o:right_r:None_l:left_dd:left,0,0,0,0
tl:red_o:right_r:None_l:None_dd:forward,0,0,0,0
tl:red_o:right_r:None_l:None_dd:right,0,0,0,0
tl:red_o:right_r:None_l:None_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:left_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:left_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:left_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:left_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:right_dd:right,0,0,0,0
tl:red_o:left_r:right_l:right_dd:left,0,0,0,0
tl:red_o:left_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:left_dd:right,0,0,0,0
tl:red_o:left_r:right_l:left_dd:left,0,0,0,0
tl:red_o:left_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:left_r:right_l:None_dd:right,0,0,0,0
tl:red_o:left_r:right_l:None_dd:left,0,0,0,0
tl:red_o:left_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:right_dd:right,0,0,0,0
tl:red_o:left_r:left_l:right_dd:left,0,0,0,0
tl:red_o:left_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:left_dd:right,0,0,0,0
tl:red_o:left_r:left_l:left_dd:left,0,0,0,0
tl:red_o:left_r:left_l:None_dd:forward,0,0,0,0
tl:red_o:left_r:left_l:None_dd:right,0,0,0,0
tl:red_o:left_r:left_l:None_dd:left,0,0,0,0
tl:red_o:left_r:None_l:forward_dd:forward,0,0,0,0
tl:red_o:left_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:left_r:None_l:forward_dd:left,0,0,0,0
tl:red_o:left_r:None_l:right_dd:forward,0,0,0,0
tl:red_o:left_r:None_l:right_dd:right,0,0,0,0
tl:red_o:left_r:None_l:right_dd:left,0,0,0,0
tl:red_o:left_r:None_l:left_dd:forward,0,0,0,0
tl:red_o:left_r:None_l:left_dd:right,0,0,0,0
tl:red_o:left_r:None_l:left_dd:left,0,0,0,0
tl:red_o:left_r:None_l:None_dd:forward,0,0,0,1
tl:red_o:left_r:None_l:None_dd:right,0,0,0,0
tl:red_o:left_r:None_l:None_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:forward_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:forward_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:right_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:right_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:right_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:left_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:left_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:left_dd:left,0,0,0,0
tl:red_o:None_r:forward_l:None_dd:forward,0,0,0,0
tl:red_o:None_r:forward_l:None_dd:right,0,0,0,0
tl:red_o:None_r:forward_l:None_dd:left,0,0,0,0
tl:red_o:None_r:right_l:forward_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:right_l:forward_dd:left,0,0,0,0
tl:red_o:None_r:right_l:right_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:right_dd:right,0,0,0,0
tl:red_o:None_r:right_l:right_dd:left,0,0,0,0
tl:red_o:None_r:right_l:left_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:left_dd:right,0,0,0,0
tl:red_o:None_r:right_l:left_dd:left,0,0,0,0
tl:red_o:None_r:right_l:None_dd:forward,0,0,0,0
tl:red_o:None_r:right_l:None_dd:right,0,0,0,0
tl:red_o:None_r:right_l:None_dd:left,0,0,0,0
tl:red_o:None_r:left_l:forward_dd:forward,0,0,0,0
tl:red_o:None_r:left_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:left_l:forward_dd:left,0,0,0,0
tl:red_o:None_r:left_l:right_dd:forward,0,0,0,0
tl:red_o:None_r:left_l:right_dd:right,0,0,0,0
tl:red_o:None_r:left_l:right_dd:left,0,0,0,0
tl:red_o:None_r:left_l:left_dd:forward,0,0,0,0
tl:red_o:None_r:left_l:left_dd:right,0,0,0,0
tl:red_o:None_r:left_l:left_dd:left,0,0,0,0
tl:red_o:None_r:left_l:None_dd:forward,1,0,0,0
tl:red_o:None_r:left_l:None_dd:right,0,0,0,0
tl:red_o:None_r:left_l:None_dd:left,0,0,0,0
tl:red_o:None_r:None_l:forward_dd:forward,1,0,1,1
tl:red_o:None_r:None_l:forward_dd:right,0,0,0,0
tl:red_o:None_r:None_l:forward_dd:left,1,0,0,0
tl:red_o:None_r:None_l:right_dd:forward,1,0,0,0
tl:red_o:None_r:None_l:right_dd:right,0,0,0,0
tl:red_o:None_r:None_l:right_dd:left,0,0,0,0
tl:red_o:None_r:None_l:left_dd:forward,1,1,0,2
tl:red_o:None_r:None_l:left_dd:right,0,0,0,0
tl:red_o:None_r:None_l:left_dd:left,0,0,0,0
tl:red_o:None_r:None_l:None_dd:forward,4,3,0,513
tl:red_o:None_r:None_l:None_dd:right,2,56,0,2
tl:red_o:None_r:None_l:None_dd:left,2,1,0,108
